filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
20201124_092900.jpg,2833744,"{}",254,35,"{""name"":""rect"",""x"":235,""y"":1359,""width"":60,""height"":60}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,36,"{""name"":""rect"",""x"":174,""y"":1383,""width"":68,""height"":55}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,37,"{""name"":""rect"",""x"":181,""y"":1339,""width"":53,""height"":53}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,38,"{""name"":""rect"",""x"":52,""y"":1363,""width"":70,""height"":59}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,39,"{""name"":""rect"",""x"":474,""y"":1271,""width"":41,""height"":41}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,40,"{""name"":""rect"",""x"":471,""y"":1346,""width"":47,""height"":47}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,41,"{""name"":""rect"",""x"":739,""y"":1326,""width"":29,""height"":28}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,42,"{""name"":""rect"",""x"":738,""y"":1355,""width"":28,""height"":24}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,43,"{""name"":""rect"",""x"":766,""y"":1341,""width"":20,""height"":23}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,44,"{""name"":""rect"",""x"":951,""y"":1245,""width"":31,""height"":32}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,45,"{""name"":""rect"",""x"":965,""y"":1282,""width"":36,""height"":24}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,46,"{""name"":""rect"",""x"":984,""y"":1310,""width"":33,""height"":35}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,47,"{""name"":""rect"",""x"":968,""y"":1333,""width"":31,""height"":29}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,48,"{""name"":""rect"",""x"":961,""y"":1362,""width"":30,""height"":31}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,49,"{""name"":""rect"",""x"":995,""y"":1373,""width"":22,""height"":23}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,50,"{""name"":""rect"",""x"":954,""y"":1392,""width"":27,""height"":31}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,51,"{""name"":""rect"",""x"":1001,""y"":1161,""width"":31,""height"":36}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,52,"{""name"":""rect"",""x"":1035,""y"":1179,""width"":32,""height"":30}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,53,"{""name"":""rect"",""x"":1000,""y"":1220,""width"":27,""height"":23}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,54,"{""name"":""rect"",""x"":1028,""y"":1243,""width"":24,""height"":25}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,55,"{""name"":""rect"",""x"":1040,""y"":1219,""width"":27,""height"":22}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,56,"{""name"":""rect"",""x"":980,""y"":1255,""width"":29,""height"":29}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,57,"{""name"":""rect"",""x"":1065,""y"":1151,""width"":29,""height"":27}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,58,"{""name"":""rect"",""x"":1035,""y"":1146,""width"":29,""height"":29}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,59,"{""name"":""rect"",""x"":1140,""y"":1169,""width"":29,""height"":31}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,60,"{""name"":""rect"",""x"":1164,""y"":1156,""width"":32,""height"":33}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,61,"{""name"":""rect"",""x"":1242,""y"":1186,""width"":28,""height"":27}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,62,"{""name"":""rect"",""x"":1202,""y"":1237,""width"":35,""height"":38}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,63,"{""name"":""rect"",""x"":1196,""y"":1273,""width"":32,""height"":30}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,64,"{""name"":""rect"",""x"":1323,""y"":1137,""width"":28,""height"":32}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,65,"{""name"":""rect"",""x"":1287,""y"":1180,""width"":32,""height"":30}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,66,"{""name"":""rect"",""x"":1197,""y"":1122,""width"":29,""height"":25}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,67,"{""name"":""rect"",""x"":1117,""y"":1195,""width"":27,""height"":28}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,68,"{""name"":""rect"",""x"":1149,""y"":1217,""width"":30,""height"":28}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,69,"{""name"":""rect"",""x"":1142,""y"":1252,""width"":30,""height"":41}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,70,"{""name"":""rect"",""x"":1112,""y"":1261,""width"":30,""height"":33}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,71,"{""name"":""rect"",""x"":984,""y"":1403,""width"":39,""height"":31}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,72,"{""name"":""rect"",""x"":1290,""y"":1104,""width"":24,""height"":35}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,73,"{""name"":""rect"",""x"":1333,""y"":1215,""width"":28,""height"":30}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,74,"{""name"":""rect"",""x"":1341,""y"":1245,""width"":23,""height"":23}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,75,"{""name"":""rect"",""x"":1335,""y"":1267,""width"":27,""height"":25}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,76,"{""name"":""rect"",""x"":1240,""y"":1253,""width"":25,""height"":27}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,77,"{""name"":""rect"",""x"":1253,""y"":1364,""width"":28,""height"":25}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,78,"{""name"":""rect"",""x"":1272,""y"":1370,""width"":28,""height"":30}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,79,"{""name"":""rect"",""x"":1246,""y"":1388,""width"":29,""height"":29}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,80,"{""name"":""rect"",""x"":1268,""y"":1405,""width"":27,""height"":29}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,81,"{""name"":""rect"",""x"":1303,""y"":1399,""width"":24,""height"":28}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,82,"{""name"":""rect"",""x"":1291,""y"":1429,""width"":28,""height"":28}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,83,"{""name"":""rect"",""x"":1346,""y"":1383,""width"":35,""height"":33}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,84,"{""name"":""rect"",""x"":1353,""y"":1428,""width"":30,""height"":27}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,85,"{""name"":""rect"",""x"":1339,""y"":1453,""width"":25,""height"":32}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,86,"{""name"":""rect"",""x"":1356,""y"":1457,""width"":27,""height"":27}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,87,"{""name"":""rect"",""x"":1468,""y"":1408,""width"":32,""height"":36}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,88,"{""name"":""rect"",""x"":1487,""y"":1386,""width"":38,""height"":37}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,89,"{""name"":""rect"",""x"":1491,""y"":1416,""width"":29,""height"":28}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,90,"{""name"":""rect"",""x"":1517,""y"":1394,""width"":31,""height"":32}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,91,"{""name"":""rect"",""x"":1518,""y"":1432,""width"":31,""height"":33}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,92,"{""name"":""rect"",""x"":1819,""y"":842,""width"":45,""height"":46}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,93,"{""name"":""rect"",""x"":2108,""y"":850,""width"":43,""height"":44}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,94,"{""name"":""rect"",""x"":2117,""y"":833,""width"":39,""height"":41}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,95,"{""name"":""rect"",""x"":1895,""y"":887,""width"":31,""height"":33}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,96,"{""name"":""rect"",""x"":1805,""y"":889,""width"":33,""height"":37}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,97,"{""name"":""rect"",""x"":1784,""y"":899,""width"":32,""height"":33}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,98,"{""name"":""rect"",""x"":1797,""y"":925,""width"":35,""height"":31}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,99,"{""name"":""rect"",""x"":1853,""y"":1013,""width"":37,""height"":41}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,100,"{""name"":""rect"",""x"":1745,""y"":1593,""width"":35,""height"":30}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,101,"{""name"":""rect"",""x"":1699,""y"":1432,""width"":30,""height"":33}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,102,"{""name"":""rect"",""x"":1764,""y"":1424,""width"":32,""height"":28}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,103,"{""name"":""rect"",""x"":1806,""y"":1602,""width"":66,""height"":61}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,104,"{""name"":""rect"",""x"":1792,""y"":1663,""width"":63,""height"":70}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,105,"{""name"":""rect"",""x"":1854,""y"":1641,""width"":55,""height"":59}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,106,"{""name"":""rect"",""x"":1965,""y"":1641,""width"":62,""height"":59}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,107,"{""name"":""rect"",""x"":2025,""y"":1649,""width"":71,""height"":75}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,108,"{""name"":""rect"",""x"":1930,""y"":1776,""width"":62,""height"":59}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,109,"{""name"":""rect"",""x"":1940,""y"":1694,""width"":47,""height"":45}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,110,"{""name"":""rect"",""x"":1904,""y"":1381,""width"":30,""height"":29}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,111,"{""name"":""rect"",""x"":1876,""y"":1419,""width"":37,""height"":32}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,112,"{""name"":""rect"",""x"":2094,""y"":1419,""width"":29,""height"":27}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,113,"{""name"":""rect"",""x"":2402,""y"":1308,""width"":51,""height"":45}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,114,"{""name"":""rect"",""x"":2359,""y"":1340,""width"":53,""height"":46}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,115,"{""name"":""rect"",""x"":2424,""y"":1379,""width"":53,""height"":38}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,116,"{""name"":""rect"",""x"":2486,""y"":1296,""width"":43,""height"":52}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,117,"{""name"":""rect"",""x"":2479,""y"":1336,""width"":41,""height"":46}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,118,"{""name"":""rect"",""x"":2632,""y"":1307,""width"":46,""height"":32}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,119,"{""name"":""rect"",""x"":1840,""y"":1699,""width"":46,""height"":38}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,120,"{""name"":""rect"",""x"":2776,""y"":1405,""width"":50,""height"":36}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,121,"{""name"":""rect"",""x"":2830,""y"":1394,""width"":40,""height"":44}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,122,"{""name"":""rect"",""x"":2796,""y"":1435,""width"":39,""height"":39}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,123,"{""name"":""rect"",""x"":288,""y"":1701,""width"":58,""height"":50}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,124,"{""name"":""rect"",""x"":288,""y"":1774,""width"":45,""height"":41}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,125,"{""name"":""rect"",""x"":326,""y"":1738,""width"":44,""height"":44}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,126,"{""name"":""rect"",""x"":363,""y"":1772,""width"":35,""height"":38}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,127,"{""name"":""rect"",""x"":324,""y"":1784,""width"":36,""height"":30}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,128,"{""name"":""rect"",""x"":377,""y"":1732,""width"":43,""height"":45}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,129,"{""name"":""rect"",""x"":347,""y"":1658,""width"":44,""height"":45}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,130,"{""name"":""rect"",""x"":398,""y"":1596,""width"":38,""height"":46}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,131,"{""name"":""rect"",""x"":452,""y"":1594,""width"":48,""height"":38}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,132,"{""name"":""rect"",""x"":721,""y"":1558,""width"":50,""height"":46}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,133,"{""name"":""rect"",""x"":736,""y"":1533,""width"":47,""height"":52}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,134,"{""name"":""rect"",""x"":606,""y"":1711,""width"":46,""height"":40}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,135,"{""name"":""rect"",""x"":898,""y"":1832,""width"":67,""height"":56}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,136,"{""name"":""rect"",""x"":960,""y"":1827,""width"":53,""height"":56}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,137,"{""name"":""rect"",""x"":1008,""y"":1855,""width"":52,""height"":51}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,138,"{""name"":""rect"",""x"":1050,""y"":1889,""width"":46,""height"":53}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,139,"{""name"":""rect"",""x"":1063,""y"":1863,""width"":46,""height"":47}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,140,"{""name"":""rect"",""x"":902,""y"":1892,""width"":48,""height"":47}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,141,"{""name"":""rect"",""x"":937,""y"":1906,""width"":41,""height"":38}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,142,"{""name"":""rect"",""x"":978,""y"":1944,""width"":37,""height"":38}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,143,"{""name"":""rect"",""x"":939,""y"":1944,""width"":35,""height"":36}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,144,"{""name"":""rect"",""x"":976,""y"":1468,""width"":32,""height"":40}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,145,"{""name"":""rect"",""x"":1258,""y"":1586,""width"":39,""height"":33}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,146,"{""name"":""rect"",""x"":1298,""y"":1588,""width"":28,""height"":33}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,147,"{""name"":""rect"",""x"":1279,""y"":1616,""width"":27,""height"":25}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,148,"{""name"":""rect"",""x"":1301,""y"":1606,""width"":36,""height"":39}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,149,"{""name"":""rect"",""x"":1416,""y"":1609,""width"":50,""height"":44}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,150,"{""name"":""rect"",""x"":1358,""y"":1752,""width"":38,""height"":44}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,151,"{""name"":""rect"",""x"":1376,""y"":1769,""width"":37,""height"":40}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,152,"{""name"":""rect"",""x"":1415,""y"":1761,""width"":35,""height"":36}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,153,"{""name"":""rect"",""x"":1505,""y"":1668,""width"":43,""height"":43}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,154,"{""name"":""rect"",""x"":732,""y"":1901,""width"":42,""height"":51}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,155,"{""name"":""rect"",""x"":708,""y"":1877,""width"":33,""height"":33}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,156,"{""name"":""rect"",""x"":629,""y"":1931,""width"":38,""height"":27}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,157,"{""name"":""rect"",""x"":628,""y"":1892,""width"":36,""height"":34}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,158,"{""name"":""rect"",""x"":674,""y"":1908,""width"":36,""height"":36}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,159,"{""name"":""rect"",""x"":870,""y"":1695,""width"":38,""height"":41}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,160,"{""name"":""rect"",""x"":1166,""y"":2007,""width"":69,""height"":74}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,161,"{""name"":""rect"",""x"":1177,""y"":2078,""width"":71,""height"":65}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,162,"{""name"":""rect"",""x"":1236,""y"":2029,""width"":69,""height"":76}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,163,"{""name"":""rect"",""x"":1277,""y"":2097,""width"":47,""height"":49}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,164,"{""name"":""rect"",""x"":1328,""y"":2097,""width"":48,""height"":52}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,165,"{""name"":""rect"",""x"":1319,""y"":2062,""width"":48,""height"":50}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,166,"{""name"":""rect"",""x"":1412,""y"":2145,""width"":62,""height"":42}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,167,"{""name"":""rect"",""x"":1380,""y"":2107,""width"":45,""height"":48}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,168,"{""name"":""rect"",""x"":1413,""y"":2076,""width"":42,""height"":44}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,169,"{""name"":""rect"",""x"":1442,""y"":2026,""width"":44,""height"":52}","{""class"":""Arandano Pinton""}"
20201124_092900.jpg,2833744,"{}",254,170,"{""name"":""rect"",""x"":1390,""y"":1996,""width"":50,""height"":60}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,171,"{""name"":""rect"",""x"":1568,""y"":2163,""width"":64,""height"":53}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,172,"{""name"":""rect"",""x"":1556,""y"":2213,""width"":48,""height"":48}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,173,"{""name"":""rect"",""x"":1604,""y"":2229,""width"":48,""height"":48}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,174,"{""name"":""rect"",""x"":1636,""y"":2175,""width"":41,""height"":40}","{""class"":""Arandano Verde""}"
20201124_092900.jpg,2833744,"{}",254,175,"{""name"":""rect"",""x"":1794,""y"":2097,""width"":40,""height"":42}","{""class"":""Arandano Maduro""}"
20201124_092900.jpg,2833744,"{}",254,176,"{""name"":""rect"",""x"":1829,""y"":2067,""width"":38,""height"":37}","{""class"":""Arandano Maduro""}"
