filename,xmin,ymin,xmax,ymax,label
images/20201124_092900.jpg,1240,1253,1265,1280,Arandano Maduro
images/20201124_092900.jpg,1253,1364,1281,1389,Arandano Verde
images/20201124_092900.jpg,1272,1370,1300,1400,Arandano Verde
images/20201124_092900.jpg,1246,1388,1275,1417,Arandano Verde
images/20201124_092900.jpg,1268,1405,1295,1434,Arandano Verde
images/20201124_092900.jpg,1303,1399,1327,1427,Arandano Verde
images/20201124_092900.jpg,1291,1429,1319,1457,Arandano Verde
images/20201124_092900.jpg,1346,1383,1381,1416,Arandano Maduro
images/20201124_092900.jpg,1353,1428,1383,1455,Arandano Maduro
images/20201124_092900.jpg,1339,1453,1364,1485,Arandano Pinton
images/20201124_092900.jpg,1356,1457,1383,1484,Arandano Pinton
images/20201124_092900.jpg,1468,1408,1500,1444,Arandano Verde
images/20201124_092900.jpg,1487,1386,1525,1423,Arandano Verde
images/20201124_092900.jpg,1491,1416,1520,1444,Arandano Verde
images/20201124_092900.jpg,1517,1394,1548,1426,Arandano Verde
images/20201124_092900.jpg,1518,1432,1549,1465,Arandano Verde
images/20201124_092900.jpg,1819,842,1864,888,Arandano Maduro
images/20201124_092900.jpg,2108,850,2151,894,Arandano Maduro
images/20201124_092900.jpg,2117,833,2156,874,Arandano Maduro
images/20201124_092900.jpg,1895,887,1926,920,Arandano Maduro
images/20201124_092900.jpg,1805,889,1838,926,Arandano Maduro
images/20201124_092900.jpg,1784,899,1816,932,Arandano Maduro
images/20201124_092900.jpg,1797,925,1832,956,Arandano Maduro
images/20201124_092900.jpg,1853,1013,1890,1054,Arandano Pinton
images/20201124_092900.jpg,1745,1593,1780,1623,Arandano Maduro
images/20201124_092900.jpg,1699,1432,1729,1465,Arandano Maduro
images/20201124_092900.jpg,1764,1424,1796,1452,Arandano Maduro
images/20201124_092900.jpg,1806,1602,1872,1663,Arandano Maduro
images/20201124_092900.jpg,1792,1663,1855,1733,Arandano Maduro
images/20201124_092900.jpg,1854,1641,1909,1700,Arandano Pinton
images/20201124_092900.jpg,1965,1641,2027,1700,Arandano Pinton
images/20201124_092900.jpg,2025,1649,2096,1724,Arandano Maduro
images/20201124_092900.jpg,1930,1776,1992,1835,Arandano Pinton
images/20201124_092900.jpg,1940,1694,1987,1739,Arandano Pinton
images/20201124_092900.jpg,1904,1381,1934,1410,Arandano Maduro
images/20201124_092900.jpg,1876,1419,1913,1451,Arandano Verde
images/20201124_092900.jpg,2094,1419,2123,1446,Arandano Maduro
images/20201124_092900.jpg,2402,1308,2453,1353,Arandano Pinton
images/20201124_092900.jpg,2359,1340,2412,1386,Arandano Verde
images/20201124_092900.jpg,2424,1379,2477,1417,Arandano Maduro
images/20201124_092900.jpg,2486,1296,2529,1348,Arandano Maduro
images/20201124_092900.jpg,2479,1336,2520,1382,Arandano Maduro
images/20201124_092900.jpg,2632,1307,2678,1339,Arandano Maduro
images/20201124_092900.jpg,1840,1699,1886,1737,Arandano Pinton
images/20201124_092900.jpg,2776,1405,2826,1441,Arandano Maduro
images/20201124_092900.jpg,2830,1394,2870,1438,Arandano Maduro
images/20201124_092900.jpg,2796,1435,2835,1474,Arandano Maduro
images/20201124_092900.jpg,288,1701,346,1751,Arandano Maduro
images/20201124_092900.jpg,288,1774,333,1815,Arandano Maduro
images/20201124_092900.jpg,326,1738,370,1782,Arandano Pinton
images/20201124_092900.jpg,363,1772,398,1810,Arandano Pinton
images/20201124_092900.jpg,324,1784,360,1814,Arandano Pinton
images/20201124_092900.jpg,377,1732,420,1777,Arandano Maduro
images/20201124_092900.jpg,347,1658,391,1703,Arandano Pinton
images/20201124_092900.jpg,398,1596,436,1642,Arandano Maduro
images/20201124_092900.jpg,452,1594,500,1632,Arandano Maduro
images/20201124_092900.jpg,721,1558,771,1604,Arandano Pinton
images/20201124_092900.jpg,736,1533,783,1585,Arandano Pinton
images/20201124_092900.jpg,606,1711,652,1751,Arandano Maduro
images/20201124_092900.jpg,898,1832,965,1888,Arandano Maduro
images/20201124_092900.jpg,960,1827,1013,1883,Arandano Maduro
images/20201124_092900.jpg,1008,1855,1060,1906,Arandano Pinton
images/20201124_092900.jpg,1050,1889,1096,1942,Arandano Pinton
images/20201124_092900.jpg,1063,1863,1109,1910,Arandano Pinton
images/20201124_092900.jpg,902,1892,950,1939,Arandano Pinton
images/20201124_092900.jpg,937,1906,978,1944,Arandano Pinton
images/20201124_092900.jpg,978,1944,1015,1982,Arandano Pinton
images/20201124_092900.jpg,939,1944,974,1980,Arandano Verde
images/20201124_092900.jpg,976,1468,1008,1508,Arandano Maduro
images/20201124_092900.jpg,1258,1586,1297,1619,Arandano Verde
images/20201124_092900.jpg,1298,1588,1326,1621,Arandano Verde
images/20201124_092900.jpg,1279,1616,1306,1641,Arandano Verde
images/20201124_092900.jpg,1301,1606,1337,1645,Arandano Verde
images/20201124_092900.jpg,1416,1609,1466,1653,Arandano Pinton
images/20201124_092900.jpg,1358,1752,1396,1796,Arandano Maduro
images/20201124_092900.jpg,1376,1769,1413,1809,Arandano Pinton
images/20201124_092900.jpg,1415,1761,1450,1797,Arandano Pinton
images/20201124_092900.jpg,1505,1668,1548,1711,Arandano Verde
images/20201124_092900.jpg,732,1901,774,1952,Arandano Maduro
images/20201124_092900.jpg,708,1877,741,1910,Arandano Pinton
images/20201124_092900.jpg,629,1931,667,1958,Arandano Verde
images/20201124_092900.jpg,628,1892,664,1926,Arandano Pinton
images/20201124_092900.jpg,674,1908,710,1944,Arandano Pinton
images/20201124_092900.jpg,870,1695,908,1736,Arandano Maduro
images/20201124_092900.jpg,1166,2007,1235,2081,Arandano Maduro
images/20201124_092900.jpg,1177,2078,1248,2143,Arandano Maduro
images/20201124_092900.jpg,1236,2029,1305,2105,Arandano Maduro
images/20201124_092900.jpg,1277,2097,1324,2146,Arandano Pinton
images/20201124_092900.jpg,1328,2097,1376,2149,Arandano Pinton
images/20201124_092900.jpg,1319,2062,1367,2112,Arandano Pinton
images/20201124_092900.jpg,1412,2145,1474,2187,Arandano Maduro
images/20201124_092900.jpg,1380,2107,1425,2155,Arandano Pinton
images/20201124_092900.jpg,1413,2076,1455,2120,Arandano Pinton
images/20201124_092900.jpg,1442,2026,1486,2078,Arandano Pinton
images/20201124_092900.jpg,1390,1996,1440,2056,Arandano Maduro
images/20201124_092900.jpg,1568,2163,1632,2216,Arandano Verde
images/20201124_092900.jpg,1556,2213,1604,2261,Arandano Verde
images/20201124_092900.jpg,1604,2229,1652,2277,Arandano Verde
images/20201124_092900.jpg,1636,2175,1677,2215,Arandano Verde
images/20201124_092900.jpg,1794,2097,1834,2139,Arandano Maduro
images/20201124_092900.jpg,1829,2067,1867,2104,Arandano Maduro
images/20201124_092900.jpg,2359,1962,2400,2009,Arandano Maduro
images/20201124_092900.jpg,2364,2007,2400,2044,Arandano Maduro
images/20201124_092900.jpg,737,2155,792,2215,Arandano Pinton
images/20201124_092900.jpg,779,2248,837,2308,Arandano Pinton
images/20201124_092900.jpg,665,2237,716,2281,Arandano Pinton
images/20201124_092900.jpg,1011,2215,1069,2277,Arandano Maduro
images/20201124_092900.jpg,1071,2227,1131,2285,Arandano Pinton
images/20201124_092900.jpg,1062,2287,1117,2346,Arandano Pinton
images/20201124_092900.jpg,1007,2340,1068,2405,Arandano Maduro
images/20201124_092900.jpg,987,2400,1063,2457,Arandano Maduro
images/20201124_092900.jpg,1076,2390,1142,2455,Arandano Maduro
images/20201124_092900.jpg,889,2203,933,2245,Arandano Maduro
images/20201124_092900.jpg,2126,2123,2166,2161,Arandano Pinton
images/20201124_092900.jpg,2250,2195,2295,2242,Arandano Maduro
images/20201124_092900.jpg,2262,2164,2307,2202,Arandano Maduro
images/20201124_092900.jpg,2069,2522,2113,2562,Arandano Maduro
images/20201124_092900.jpg,2076,2644,2137,2699,Arandano Pinton
images/20201124_092900.jpg,2110,2611,2161,2658,Arandano Pinton
images/20201124_092900.jpg,2304,2570,2338,2611,Arandano Maduro
images/20201124_092900.jpg,2906,2345,2969,2406,Arandano Maduro
images/20201124_092900.jpg,789,2591,832,2634,Arandano Maduro
images/20201124_092900.jpg,1058,2767,1108,2820,Arandano Maduro
images/20201124_092900.jpg,639,3030,693,3090,Arandano Maduro
images/20201124_092900.jpg,680,3058,732,3111,Arandano Maduro
images/20201124_092900.jpg,740,3034,787,3095,Arandano Pinton
images/20201124_092900.jpg,692,3088,750,3140,Arandano Maduro
images/20201124_092900.jpg,712,2921,756,2962,Arandano Pinton
images/20201124_092900.jpg,797,2941,852,3001,Arandano Pinton
images/20201124_092900.jpg,993,2783,1033,2825,Arandano Pinton
images/20201124_092900.jpg,1040,2812,1088,2859,Arandano Pinton
images/20201124_092900.jpg,1076,2859,1119,2900,Arandano Pinton
images/20201124_092900.jpg,835,3036,880,3084,Arandano Maduro
images/20201124_092900.jpg,1045,3011,1085,3050,Arandano Maduro
images/20201124_092900.jpg,1093,2969,1133,3007,Arandano Maduro
images/20201124_092900.jpg,31,3187,92,3239,Arandano Pinton
images/20201124_092900.jpg,6,3223,41,3272,Arandano Pinton
images/20201124_092900.jpg,25,3244,78,3297,Arandano Pinton
images/20201124_092900.jpg,1315,3201,1366,3250,Arandano Maduro
images/20201124_092900.jpg,1387,3184,1431,3237,Arandano Pinton
images/20201124_092900.jpg,1377,3235,1414,3278,Arandano Pinton
images/20201124_092900.jpg,1416,3249,1454,3295,Arandano Pinton
images/20201124_092900.jpg,1869,2898,1917,2950,Arandano Maduro
images/20201124_092900.jpg,1892,2994,1940,3041,Arandano Maduro
images/20201124_092900.jpg,1898,3041,1938,3078,Arandano Maduro
images/20201124_092900.jpg,1879,3137,1922,3186,Arandano Maduro
images/20201124_092900.jpg,1908,3172,1953,3213,Arandano Pinton
images/20201124_092900.jpg,2212,3181,2265,3235,Arandano Maduro
images/20201124_092900.jpg,2183,3140,2224,3189,Arandano Pinton
images/20201124_092900.jpg,2144,3136,2183,3179,Arandano Pinton
images/20201124_092900.jpg,2110,2687,2147,2727,Arandano Pinton
images/20201124_092900.jpg,2086,2703,2138,2750,Arandano Pinton
images/20201124_092900.jpg,1115,3219,1156,3270,Arandano Verde
images/20201124_092900.jpg,1077,3233,1116,3274,Arandano Verde
images/20201124_092900.jpg,1125,3264,1166,3300,Arandano Verde
images/20201124_092900.jpg,1101,3724,1137,3769,Arandano Verde
images/20201124_092900.jpg,1093,3764,1126,3812,Arandano Verde
images/20201124_092900.jpg,1160,3718,1212,3779,Arandano Pinton
images/20201124_092900.jpg,1140,3920,1196,3977,Arandano Pinton
images/20201124_092900.jpg,1125,3756,1163,3797,Arandano Verde
images/20201124_092900.jpg,1117,3794,1158,3829,Arandano Verde
images/20201124_092900.jpg,1683,3937,1722,3982,Arandano Pinton
images/20201124_092900.jpg,1717,3941,1759,3991,Arandano Pinton
images/20201124_092900.jpg,1729,3962,1778,4008,Arandano Pinton
images/20201124_092900.jpg,1782,3857,1833,3915,Arandano Pinton
images/20201124_092900.jpg,1859,3879,1901,3922,Arandano Pinton
images/20201124_092900.jpg,2129,3803,2187,3870,Arandano Pinton
images/20201124_092900.jpg,2156,3869,2213,3926,Arandano Pinton
images/20201124_092900.jpg,2252,3794,2311,3871,Arandano Maduro
images/20201124_092900.jpg,2282,3734,2346,3795,Arandano Maduro
images/20201124_092900.jpg,2329,3706,2383,3760,Arandano Pinton
images/20201124_092900.jpg,2294,3658,2348,3718,Arandano Pinton
images/20201124_092900.jpg,2342,2968,2386,2998,Arandano Verde
images/20201124_092900.jpg,2393,2952,2432,2996,Arandano Verde
images/20201124_092900.jpg,2662,3570,2737,3637,Arandano Maduro
images/20201124_092900.jpg,2577,3527,2628,3577,Arandano Verde
images/20201124_092900.jpg,2622,3509,2678,3568,Arandano Verde
images/20201124_092900.jpg,2593,3572,2658,3641,Arandano Verde
images/20201124_092903.jpg,336,1061,396,1120,Arandano Maduro
images/20201124_092903.jpg,45,967,89,1006,Arandano Maduro
images/20201124_092903.jpg,68,1099,112,1139,Arandano Maduro
images/20201124_092903.jpg,613,718,652,757,Arandano Verde
images/20201124_092903.jpg,589,707,631,752,Arandano Verde
images/20201124_092903.jpg,592,740,622,772,Arandano Verde
images/20201124_092903.jpg,636,747,672,783,Arandano Verde
images/20201124_092903.jpg,808,542,850,583,Arandano Verde
images/20201124_092903.jpg,840,558,881,600,Arandano Verde
images/20201124_092903.jpg,786,520,815,555,Arandano Verde
images/20201124_092903.jpg,439,1116,483,1154,Arandano Verde
images/20201124_092903.jpg,482,1136,526,1184,Arandano Verde
images/20201124_092903.jpg,625,1190,669,1231,Arandano Maduro
images/20201124_092903.jpg,259,1315,310,1361,Arandano Maduro
images/20201124_092903.jpg,147,1346,198,1388,Arandano Maduro
images/20201124_092903.jpg,770,1223,808,1265,Arandano Verde
images/20201124_092903.jpg,795,1219,827,1260,Arandano Verde
images/20201124_092903.jpg,827,1209,873,1250,Arandano Pinton
images/20201124_092903.jpg,867,266,923,312,Arandano Verde
images/20201124_092903.jpg,850,308,893,350,Arandano Verde
images/20201124_092903.jpg,1019,356,1068,406,Arandano Verde
images/20201124_092903.jpg,922,270,968,320,Arandano Verde
images/20201124_092903.jpg,928,404,962,445,Arandano Verde
images/20201124_092903.jpg,987,372,1024,415,Arandano Verde
images/20201124_092903.jpg,1053,416,1104,469,Arandano Verde
images/20201124_092903.jpg,989,417,1042,471,Arandano Verde
images/20201124_092903.jpg,267,1388,304,1428,Arandano Verde
images/20201124_092903.jpg,138,1389,178,1419,Arandano Verde
images/20201124_092903.jpg,155,1412,196,1442,Arandano Verde
images/20201124_092903.jpg,228,1394,268,1432,Arandano Verde
images/20201124_092903.jpg,349,1355,390,1400,Arandano Maduro
images/20201124_092903.jpg,685,1379,719,1410,Arandano Verde
images/20201124_092903.jpg,700,1407,736,1437,Arandano Verde
images/20201124_092903.jpg,656,1403,697,1443,Arandano Verde
images/20201124_092903.jpg,645,1429,678,1460,Arandano Verde
images/20201124_092903.jpg,644,1506,675,1535,Arandano Verde
images/20201124_092903.jpg,520,1735,571,1788,Arandano Pinton
images/20201124_092903.jpg,476,1744,529,1798,Arandano Maduro
images/20201124_092903.jpg,371,1916,414,1955,Arandano Maduro
images/20201124_092903.jpg,777,1601,810,1635,Arandano Verde
images/20201124_092903.jpg,751,1626,779,1652,Arandano Verde
images/20201124_092903.jpg,795,1576,821,1608,Arandano Verde
images/20201124_092903.jpg,959,1552,993,1600,Arandano Maduro
images/20201124_092903.jpg,983,1597,1026,1629,Arandano Pinton
images/20201124_092903.jpg,891,1865,942,1921,Arandano Pinton
images/20201124_092903.jpg,1196,867,1249,920,Arandano Maduro
images/20201124_092903.jpg,1512,254,1548,304,Arandano Verde
images/20201124_092903.jpg,1703,430,1751,489,Arandano Verde
images/20201124_092903.jpg,1691,489,1738,532,Arandano Verde
images/20201124_092903.jpg,1707,327,1758,375,Arandano Verde
images/20201124_092903.jpg,1764,352,1807,405,Arandano Verde
images/20201124_092903.jpg,1959,364,2018,425,Arandano Verde
images/20201124_092903.jpg,1892,485,1940,539,Arandano Verde
images/20201124_092903.jpg,1917,447,1962,494,Arandano Verde
images/20201124_092903.jpg,1890,334,1933,381,Arandano Verde
images/20201124_092903.jpg,1788,207,1825,251,Arandano Verde
images/20201124_092903.jpg,1611,397,1659,444,Arandano Verde
images/20201124_092903.jpg,1638,440,1678,479,Arandano Verde
images/20201124_092903.jpg,1766,268,1824,317,Arandano Pinton
images/20201124_092903.jpg,1759,710,1798,759,Arandano Maduro
images/20201124_092903.jpg,1777,752,1815,803,Arandano Maduro
images/20201124_092903.jpg,1776,882,1823,936,Arandano Verde
images/20201124_092903.jpg,1825,903,1877,955,Arandano Verde
images/20201124_092903.jpg,1725,894,1773,940,Arandano Verde
images/20201124_092903.jpg,1713,921,1762,969,Arandano Verde
images/20201124_092903.jpg,1893,899,1943,951,Arandano Verde
images/20201124_092903.jpg,1736,861,1787,914,Arandano Verde
images/20201124_092903.jpg,1723,747,1765,790,Arandano Maduro
images/20201124_092903.jpg,2137,733,2188,789,Arandano Maduro
images/20201124_092903.jpg,2335,586,2383,638,Arandano Maduro
images/20201124_092903.jpg,2291,791,2345,844,Arandano Maduro
images/20201124_092903.jpg,2250,786,2292,828,Arandano Pinton
images/20201124_092903.jpg,2106,916,2150,958,Arandano Maduro
images/20201124_092903.jpg,1948,1123,1998,1173,Arandano Maduro
images/20201124_092903.jpg,2141,998,2177,1028,Arandano Verde
images/20201124_092903.jpg,2073,1175,2125,1228,Arandano Maduro
images/20201124_092903.jpg,1640,1219,1672,1253,Arandano Verde
images/20201124_092903.jpg,1609,1216,1643,1248,Arandano Verde
images/20201124_092903.jpg,1621,1251,1653,1284,Arandano Verde
images/20201124_092903.jpg,1657,1226,1691,1263,Arandano Verde
images/20201124_092903.jpg,1609,1367,1645,1412,Arandano Pinton
images/20201124_092903.jpg,1632,1400,1681,1453,Arandano Pinton
images/20201124_092903.jpg,1559,1400,1610,1448,Arandano Maduro
images/20201124_092903.jpg,1628,1451,1666,1486,Arandano Pinton
images/20201124_092903.jpg,1712,1430,1765,1476,Arandano Maduro
images/20201124_092903.jpg,1772,1451,1802,1486,Arandano Verde
images/20201124_092903.jpg,1801,1457,1840,1499,Arandano Verde
images/20201124_092903.jpg,1780,1523,1812,1557,Arandano Verde
images/20201124_092903.jpg,1808,1532,1838,1567,Arandano Verde
images/20201124_092903.jpg,1857,1525,1891,1566,Arandano Verde
images/20201124_092903.jpg,2054,1323,2086,1357,Arandano Verde
images/20201124_092903.jpg,2082,1340,2115,1372,Arandano Verde
images/20201124_092903.jpg,2286,1247,2328,1285,Arandano Maduro
images/20201124_092903.jpg,2881,1121,2932,1173,Arandano Maduro
images/20201124_092903.jpg,2888,1090,2927,1123,Arandano Maduro
images/20201124_092903.jpg,1177,1794,1231,1849,Arandano Maduro
images/20201124_092903.jpg,1184,1862,1227,1901,Arandano Pinton
images/20201124_092903.jpg,1242,1866,1286,1910,Arandano Pinton
images/20201124_092903.jpg,1274,1810,1315,1850,Arandano Pinton
images/20201124_092903.jpg,1201,1898,1257,1944,Arandano Maduro
images/20201124_092903.jpg,1905,1647,1960,1706,Arandano Maduro
images/20201124_092903.jpg,1851,1682,1893,1723,Arandano Maduro
images/20201124_092903.jpg,1822,1658,1861,1703,Arandano Pinton
images/20201124_092903.jpg,1849,1739,1892,1786,Arandano Pinton
images/20201124_092903.jpg,1926,1703,1971,1750,Arandano Maduro
images/20201124_092903.jpg,1755,1725,1788,1759,Arandano Maduro
images/20201124_092903.jpg,1913,1935,1954,1979,Arandano Verde
images/20201124_092903.jpg,1955,1946,1998,1987,Arandano Verde
images/20201124_092903.jpg,2004,1950,2050,1985,Arandano Verde
images/20201124_092903.jpg,2002,1982,2037,2012,Arandano Verde
images/20201124_092903.jpg,1866,1916,1898,1950,Arandano Verde
images/20201124_092903.jpg,1959,1814,1987,1854,Arandano Maduro
images/20201124_092903.jpg,2808,1765,2870,1830,Arandano Maduro
images/20201124_092903.jpg,2895,1759,2963,1820,Arandano Maduro
images/20201124_092903.jpg,2861,1837,2906,1877,Arandano Pinton
images/20201124_092903.jpg,2910,1835,2966,1883,Arandano Pinton
images/20201124_092903.jpg,2953,1854,3006,1907,Arandano Pinton
images/20201124_092903.jpg,2847,1890,2930,1950,Arandano Maduro
images/20201124_092903.jpg,2881,1976,2946,2037,Arandano Maduro
images/20201124_092903.jpg,2424,2112,2525,2193,Arandano Maduro
images/20201124_092903.jpg,2513,2150,2587,2224,Arandano Pinton
images/20201124_092903.jpg,1094,973,1128,1011,Arandano Pinton
images/20201124_092903.jpg,1406,1199,1451,1244,Arandano Maduro
images/20201124_092903.jpg,2401,1192,2431,1225,Arandano Pinton
images/20201124_092903.jpg,2355,1270,2384,1295,Arandano Pinton
images/20201124_092903.jpg,2337,1292,2367,1321,Arandano Pinton
images/20201124_092903.jpg,2910,1432,2948,1463,Arandano Verde
images/20201124_092903.jpg,2917,1459,2949,1492,Arandano Verde
images/20201124_092903.jpg,2959,1447,2990,1477,Arandano Verde
images/20201124_092903.jpg,2328,1439,2370,1478,Arandano Maduro
images/20201124_092903.jpg,2321,1527,2352,1558,Arandano Pinton
images/20201124_092903.jpg,2350,1631,2379,1661,Arandano Maduro
images/20201124_092903.jpg,2262,1643,2298,1677,Arandano Maduro
images/20201124_092903.jpg,2588,1614,2621,1646,Arandano Maduro
images/20201124_092903.jpg,2577,1643,2606,1670,Arandano Maduro
images/20201124_092903.jpg,1182,2321,1245,2383,Arandano Maduro
images/20201124_092903.jpg,1553,2232,1600,2282,Arandano Maduro
images/20201124_092903.jpg,1553,2280,1594,2316,Arandano Pinton
images/20201124_092903.jpg,282,2852,326,2894,Arandano Maduro
images/20201124_092903.jpg,387,2880,425,2912,Arandano Verde
images/20201124_092903.jpg,415,2900,445,2930,Arandano Verde
images/20201124_092903.jpg,355,2930,387,2962,Arandano Verde
images/20201124_092903.jpg,243,3072,282,3115,Arandano Pinton
images/20201124_092903.jpg,252,3347,294,3392,Arandano Pinton
images/20201124_092903.jpg,225,3385,266,3427,Arandano Pinton
images/20201124_092903.jpg,586,3248,630,3295,Arandano Maduro
images/20201124_092903.jpg,597,3314,636,3360,Arandano Maduro
images/20201124_092903.jpg,968,3115,1014,3174,Arandano Pinton
images/20201124_092903.jpg,928,3068,975,3121,Arandano Maduro
images/20201124_092903.jpg,633,2965,674,3006,Arandano Verde
images/20201124_092903.jpg,646,3009,682,3049,Arandano Verde
images/20201124_092903.jpg,638,3053,680,3097,Arandano Verde
images/20201124_092903.jpg,513,3015,553,3061,Arandano Verde
images/20201124_092903.jpg,772,2837,821,2883,Arandano Maduro
images/20201124_092903.jpg,821,2807,862,2845,Arandano Maduro
images/20201124_092903.jpg,797,2883,834,2918,Arandano Pinton
images/20201124_092903.jpg,988,3007,1030,3038,Arandano Maduro
images/20201124_092903.jpg,334,3334,379,3390,Arandano Maduro
images/20201124_092903.jpg,303,3133,339,3169,Arandano Maduro
images/20201124_092903.jpg,364,3156,401,3195,Arandano Maduro
images/20201124_092903.jpg,183,3568,228,3627,Arandano Verde
images/20201124_092903.jpg,148,3613,192,3661,Arandano Verde
images/20201124_092903.jpg,155,3542,202,3600,Arandano Verde
images/20201124_092903.jpg,549,3610,659,3734,Arandano Pinton
images/20201124_092903.jpg,586,3703,729,3858,Arandano Maduro
images/20201124_092903.jpg,797,3692,924,3850,Arandano Maduro
images/20201124_092903.jpg,837,3632,956,3759,Arandano Maduro
images/20201124_092903.jpg,901,3760,992,3872,Arandano Pinton
images/20201124_092903.jpg,752,3805,861,3920,Arandano Pinton
images/20201124_092903.jpg,729,3934,863,4029,Arandano Maduro
images/20201124_092903.jpg,1286,2527,1329,2577,Arandano Verde
images/20201124_092903.jpg,1262,2528,1307,2576,Arandano Verde
images/20201124_092903.jpg,1612,2803,1658,2858,Arandano Pinton
